,Price (€/MWh),Wind (MW)
2024-12-13 00:00:00+01:00,109.50291666666668,2010.6308333333334
2024-12-14 00:00:00+01:00,20.13375,2776.5104166666665
2024-12-15 00:00:00+01:00,23.735833333333332,2223.7599999999998
2024-12-16 00:00:00+01:00,23.435833333333335,3255.43625
2024-12-17 00:00:00+01:00,64.00916666666667,2273.758333333333
2024-12-18 00:00:00+01:00,33.5725,2191.789583333333
2024-12-19 00:00:00+01:00,20.03,2459.435
2024-12-20 00:00:00+01:00,28.269583333333333,2150.4041666666667
2024-12-21 00:00:00+01:00,19.997083333333332,2003.7895833333332
2024-12-22 00:00:00+01:00,21.81625,1496.305
2024-12-23 00:00:00+01:00,54.8975,611.8825
2024-12-24 00:00:00+01:00,31.08375,1252.515
2024-12-25 00:00:00+01:00,9.263333333333334,2739.8174999999997
2024-12-26 00:00:00+01:00,7.9937499999999995,2153.4304166666666
2024-12-27 00:00:00+01:00,18.69875,801.5695833333333
2024-12-28 00:00:00+01:00,14.335,1785.4183333333333
2024-12-29 00:00:00+01:00,0.9824999999999999,3224.3816666666667
2024-12-30 00:00:00+01:00,12.554583333333333,1539.2141666666666
